CID,Incorporation,,Andika International JAFZA,16/01/2019
CID,Incorporation,,LS Consultants Middle East FZE,16/01/2019
CID,Incorporation,,Hemsley Holdings LTD,16/01/2019
CID,Incorporation,,Metropolitan International Limited,16/01/2019
CID,Incorporation,,Delta Dynamic Marine LTD,16/01/2019
CID,Incorporation,,KOFICON LTD,16/01/2019
CID,Incorporation,,Yellow Tulip Consulting LTD,16/01/2019
CID,Incorporation,,Techpro International JAFZA,16/01/2019
AUDIT,External Audit,11000,SimonsVoss Technologies GmbH,16/01/2019
CID,Incorporation,,First Global Energy,16/01/2019
CID,Incorporation,1,Final Consulting LTD,16/01/2019
CID,Incorporation,1,BNV Consultants LTD,16/01/2019
AUDIT,External Audit,16000,Quick Registration Group of Companies,15/01/2019
AUDIT,External Audit,14000,Top Rock Group of Companies,15/01/2019
AUDIT,External Audit,4000,Al Nouras Umbrella & Gifts LLC,15/01/2019
AUDIT,External Audit,6000,Lesprit Medical Clinic LLC,15/01/2019
AUDIT,External Audit,7000,Eurodesigns LLC,15/01/2019
AUDIT,External Audit,3500,Tasmaan DMCC,14/01/2019
AUDIT,External Audit,8000,Uponor DMCC,14/01/2019
AUDIT,External Audit,5000,Home plus Technical services LLC,14/01/2019
AUDIT,External Audit,5500,Home plus properties LLC,14/01/2019
AUDIT,External Audit,10000,Tranquini DMCC,14/01/2019
TAX,Registration,500,Thomas Varghese,13/01/2019
TAX,Compliance/ Advisory,7000,Exeed Industries LLC,13/01/2019
AUDIT,External Audit,7000,COEGA Sunwear,13/01/2019
AUDIT,External Audit,5000,Woodmans Group,09/01/2019
AUDIT,External Audit,6000,Woodmans Decore Cont. Co. LLC,09/01/2019
AUDIT,External Audit,5000,Media logic Computer Trading LLC,09/01/2019
CID,Liquidation,,Punctom DMCC,09/01/2019
External Audit,8000,,,
AUDIT,External Audit,15000,Amity Health LLC,08/01/2019
TAX,Return filing,1500,The First Alluminium and Glass workshop,08/01/2019
TAX,Implementation,15000,Al Abbar Group,08/01/2019
CID,Incorporation,,Andrew,08/01/2019
ACCOUNTS,Backlog,8000,Coffee Architecture Sole Proprietorship L.L.C,08/01/2019
1500,,,,
AUDIT,External Audit,8000,Sagma Corp Perfumes & Cosmetics Trading LLC,07/01/2019
AUDIT,External Audit,10000,Cube Graphics LLC,07/01/2019
AUDIT,External Audit,8000,First International Business LLC,06/01/2019
AUDIT,External Audit,5000,Ecabiotec Middle East Manufacturing LLC,06/01/2019
AUDIT,External Audit,5000,Dubai Falcon Centre,06/01/2019
AUDIT,External Audit,14000,Aafiya Medical Billing Services LLC,06/01/2019
TAX,Return filing,2500,Wadi Al Rawda Crushers,06/01/2019
AUDIT,External Audit,7500,Indiga Tech. FZ-LLC,03/01/2019
TAX,Compliance/ Advisory,,ALBAL Design Studio,03/01/2019
AUDIT,External Audit,18000,"Next Generation Marketing FZE,",02/01/2019
ACCOUNTS,Accounts Updation,5000,Paws and Relax Pets Salon LLC,02/01/2019
1500,,,,
AUDIT,External Audit,6000,Pinnacle Trading FZC,02/01/2019
AUDIT,External Audit,5500,Vista Eco Solar Solutions LLC,30/12/2018
AUDIT,External Audit,5000,CKR IT consulting,30/12/2018
AUDIT,External Audit,6000,Al Sifah Metal Scrap Tr. LLC,30/12/2018
AUDIT,External Audit,9000,CKR Consulting Engineers,30/12/2018
AUDIT,External Audit,6000,Studio Lumen Lighting Design & Consultancy,30/12/2018
AUDIT,External Audit,10000,"""B4 Capital MEA FZ - LLC   """,30/12/2018
AUDIT,External Audit,10000,SS Winners Gen. Trading LLC,29/12/2018
AUDIT,External Audit,6000,OBS General Trading,27/12/2018
AUDIT,External Audit,10000,Al shoula Gas Co,27/12/2018
AUDIT,External Audit,12500,Avotech LLC,27/12/2018
AUDIT,External Audit,15000,NPS Holding Limited DIFC,27/12/2018
AUDIT,External Audit,10000,NPS Bahrain for Oil and Gas W.L.L,27/12/2018
AUDIT,External Audit,6000,Kavin Engineering and Services Private Limited - Abu Dhabi,26/12/2018
AUDIT,IFRS,20000,"Site Technology Ltd. Co,",24/12/2018
TAX,Return filing,6000,Cell 2 All FZE (HAFZA),24/12/2018
TAX,Return filing,1250,Dorson Trading FZC,24/12/2018
AUDIT,External Audit,7000,Shuangliang Eco Energy Technolgies DMCC,24/12/2018
AUDIT,External Audit,7000,Hydrofuel innovation and Consultancy DMCC,24/12/2018
AUDIT,External Audit,18000,Mayekawa Middle East FZCO,24/12/2018
AUDIT,External Audit,12500,MedSeven Drug Store,23/12/2018
TAX,Registration,,Al Dhaman feeds trading,23/12/2018
750,,,,
AUDIT,External Audit,5000,Ensaan Technologies,20/12/2018
AUDIT,External Audit,7000,Infoscape,20/12/2018
AUDIT,External Audit,16000,Squareone,20/12/2018
TAX,Registration,1000,Alamin Mobile Trading FZCO,19/12/2018
TAX,Implementation,2500,Western International,19/12/2018
AUDIT,External Audit,7500,Zero Fat Restaurant LLC,19/12/2018
AUDIT,External Audit,8000,Bizdom Foodstuff Trading LLC,18/12/2018
DD/VAL,Valuation,8000,Prolite Electricals LLC,17/12/2018
AUDIT,Certification,6000,Mr. Jamshid Ahmed Niri,17/12/2018
AUDIT,External Audit,5000,Tristate ink & Equipments Trading LLC,17/12/2018
DD/VAL,Valuation,15000,FM International FZC,16/12/2018
DD/VAL,Valuation,25000,Zams International FZCO,16/12/2018
AUDIT,External Audit,5000,Interact Events LLC - FZ,16/12/2018
ACCOUNTS,Review of Accounts,5000,Brightmobi FZ-LLC,12/12/2018
AUDIT,External Audit,8000,Brightmobi FZ-LLC,12/12/2018
AUDIT,External Audit,20000,Zabeel Catering Services LLC,12/12/2018
AUDIT,External Audit,4500,Balsam consulting DMCC,12/12/2018
AUDIT,External Audit,6000,premium Pipe DMCC,12/12/2018
AUDIT,External Audit,5000,Octane Car service LLC,12/12/2018
TAX,Return filing,2500,STAR TRIVITRON LLC,11/12/2018
4000,,,,
TAX,Compliance/ Advisory,1500,Aramed Medical Enterprise,11/12/2018
AUDIT,IFRS,15000,Pan Emirates Home Furnishing,11/12/2018
TAX,Compliance/ Advisory,,Nazeer Ahmed,11/12/2018
AUDIT,External Audit,10000,Earth Moving Services Ltd.,10/12/2018
AUDIT,External Audit,8000,EMS International FZE,10/12/2018
AUDIT,External Audit,10000,DAL Group,10/12/2018
AUDIT,External Audit,30000,Ezentus FZE,10/12/2018
TAX,Implementation,14000,Nazih Group,10/12/2018
AUDIT,External Audit,10000,Tristate ink & Equipments Trading LLC,10/12/2018
AUDIT,External Audit,7000,Vibrant Freight LLC,09/12/2018
AUDIT,External Audit,7000,IMC Medical Center LLC,09/12/2018
TAX,Return filing,2000,Crystal Line Environment Protection Equipments Trading and Crystal Line Cleaning & Environmental Services,09/12/2018
ACCOUNTS,Accounts Updation,1500,Innox Trading LLC,09/12/2018
5000,,,,
TAX,Compliance/ Advisory,2000,AN Metalloys FZE,06/12/2018
AUDIT,Finalisation,17000,Davamobi FZ- LLC,06/12/2018
AUDIT,External Audit,5000,Esharp Computer Training,06/12/2018
AUDIT,External Audit,9000,Topnet Distribution FZCO,06/12/2018
AUDIT,External Audit,20000,Davamobi FZ- LLC,06/12/2018
IA,Operational_audit,5000,KATRINA SWEET CONFECTIONARY,05/12/2018
ACCOUNTS,Accounts Updation,2000,Kinetic Consulting services,05/12/2018
TAX,Return filing,3000,Rukn Al Jawdah Foodstuff Trading LLC (c/o Imtiaz group of companies),04/12/2018
AUDIT,External Audit,6000,Anaum International Electronics LLC,29/11/2018
ACCOUNTS,Review of Accounts,1500,Anaum International Electronics LLC,29/11/2018
AUDIT,External Audit,9000,Umbra Insurance & Reinsurance Brokers DMCC,28/11/2018
ACCOUNTS,Backlog,3000,B to B Events FZ.L.L.C,28/11/2018
1500,,,,
AUDIT,External Audit,6000,MA BEV CONSULT DWC LLC,28/11/2018
AUDIT,External Audit,5000,BtoB Events FZ.L.L.C,27/11/2018
AUDIT,External Audit,4000,Panifico Restaurants Ltd.,26/11/2018
AUDIT,External Audit,5500,Drew Marine UAE L.L.C,26/11/2018
AUDIT,External Audit,5500,Faisal Marine and Trading Co.L.L.C,26/11/2018
AUDIT,External Audit,5000,Spec Well Carpentory LLC,25/11/2018
AUDIT,External Audit,40000,SPACEWELL INTERIORS (L.L.C),25/11/2018
ACCOUNTS,Backlog,10000,AAI Middle east Security Syestem,25/11/2018
AUDIT,Certification,10000,Avionics Travel & Holidays  LLC,22/11/2018
AUDIT,External Audit,11000,Celebrus Trading FZE,22/11/2018
AUDIT,External Audit,10000,Optimus International LLC,22/11/2018
AUDIT,External Audit,18000,Invictus Trading FZE,22/11/2018
AUDIT,External Audit,20000,Spring Tech Industries LLC Group,21/11/2018
AUDIT,External Audit,18000,Meggle Africa & Middle East DMCC,21/11/2018
AUDIT,External Audit,16000,Seven Planets Self Owned Property Leasing & Management Services,21/11/2018
AUDIT,External Audit,10000,Saudi Kom Trading & Contracting Company Dubai Branch,21/11/2018
AUDIT,External Audit,15000,N I C Gallery Carpets & Home Decor,21/11/2018
IA,Internal audit,,KATRINA SWEET CONFECTIONARY,20/11/2018
AUDIT,External Audit,15500,A.S.P Project Management,19/11/2018
ACCOUNTS,Accounts Updation,2000,AAI Middle east Security Syestem,15/11/2018
AUDIT,IFRS,6000,Classic Fine Foodstuff Trading LLC,14/11/2018
ACCOUNTS,Accounts Updation,2500,8 Point Media,14/11/2018
TAX,Registration,,Knowteq Trading FZE,14/11/2018
AUDIT,Certification,1500,ALPHA TECH FZCO,13/11/2018
AUDIT,External Audit,6000,ALPHA TECH FZCO,13/11/2018
AUDIT,External Audit,10000,United Vet. Pharmaceuticals LLC,12/11/2018
ACCOUNTS,Accounts Updation,2000,Marisoft DWC LLC,11/11/2018
External Audit,4000,,,
TAX,Return filing,1500,KATRINA SWEET CONFECTIONARY,11/11/2018
AUDIT,External Audit,15000,NIC Gallery Carpets & Home decor LLC,11/11/2018
ACCOUNTS,Accounts Supervision,22500,United Vet. Pharmaceuticals LLC,11/11/2018
TAX,Registration,1000,Empower Sales,07/11/2018
TAX,Compliance/ Advisory,,BMJ consultants,07/11/2018
TAX,Registration,1000,Shanab Gents Saloon,07/11/2018
AUDIT,IFRS,15000,Adeka Al Ghurair Additives LLC,07/11/2018
TAX,Compliance/ Advisory,10000,Autoredo Premium Equipment & Automotive Solution Provider,06/11/2018
AUDIT,External Audit,15000,Berlitz Language Institute LLC,06/11/2018
ACCOUNTS,Accounts Updation,1500,Dynalux Consulting DMCC,06/11/2018
External Audit,4000,,,
AUDIT,External Audit,13000,Savora Food Industry LLC,05/11/2018
AUDIT,External Audit,22000,Adeka Al Ghurair Additives LLC,04/11/2018
AUDIT,External Audit,8000,Melius Marketing DMCC,04/11/2018
TAX,Return filing,2000,CNC Trading DMCC,01/11/2018
ACCOUNTS,Review of Accounts,3000,Al Mufilh Engineering LLC,01/11/2018
TAX,Return filing,12600,Sam Building Contracting LLC,31/10/2018
CID,Liquidation,,velumani,31/10/2018
TAX,Compliance/ Advisory,1000,Al Badia Jewellery,29/10/2018
ACCOUNTS,Accounts Updation,1250,eBen FZE,29/10/2018
AUDIT,External Audit,22000,Diamond Edge Cutting LLC,29/10/2018
AUDIT,External Audit,12000,James Branding & Design FZ LLC,29/10/2018
,,,,
AUDIT,External Audit,4000,TS Partnership FZCO,25/10/2018
CID,Incorporation,,Chris Pele,25/10/2018
TAX,Return filing,4000,Perfect Oilfield & Industrial Supply LLC | Skyline Technology LLC,22/10/2018
TAX,Compliance/ Advisory,6000,Perfect Oilfield & Industrial Supply LLC | Skyline Technology LLC,22/10/2018
,,,Fayat Middle East,21/10/2018
AUDIT,External Audit,,Opposing force DWC LLC,21/10/2018
AUDIT,External Audit,,Cubes and Co. Furniture Trading LLC,18/10/2018
TAX,Return filing,,CGCINT Middle East- F.Z.E,16/10/2018
TAX,Return filing,,Omair Al Thani Luxury Transport,15/10/2018
AUDIT,External Audit,,Marka Fitout Group FZ LLC,15/10/2018
AUDIT,IFRS,,Towell Mattress & Furniture Industry,14/10/2018
ACCOUNTS,Backlog,,Wylton MENA Green Energy Limited,11/10/2018
,,,,
ACCOUNTS,Backlog,,Infinity Supplies,10/10/2018
TAX,Compliance/ Advisory,,Space Electromechanical Works LLC,10/10/2018
,,,,
TAX,Compliance/ Advisory,,Farhat Omar Mohamed,08/10/2018
TAX,Return filing,,COOL MOON TECHNICAL SERVICES L.L.C,07/10/2018
CID,PRO,2500,GLOBETOUCH DMCC,07/10/2018
External Audit,1000,,,
ACCOUNTS,Review of Accounts,3000,Idea L Pack,04/10/2018
External Audit,6000,,,
AUDIT,External Audit,,XB Design FZ LLC,03/10/2018
AUDIT,IFRS,25000,2 XL,03/10/2018
TAX,Compliance/ Advisory,,Almoe Group of Companies,30/09/2018
,,,,
AUDIT,External Audit,,Eurodesigns LLC,30/09/2018
AUDIT,External Audit,,DIGITALEXICA DMCC,27/09/2018
AUDIT,External Audit,,Live Nation Middle East FZ -LLC -Abudabi branch,26/09/2018
AUDIT,External Audit,,STEVEN G ZAHAB Consulting DWC LLC,26/09/2018
AUDIT,External Audit,,DOS Consulting DWC LLC,26/09/2018
AUDIT,External Audit,,Adam James Consultants DWC-LLC,26/09/2018
TAX,Compliance/ Advisory,,Centimetercube LLC,26/09/2018
TAX,Return filing,,Wylton MENA Green Energy Limited,25/09/2018
TAX,Compliance/ Advisory,,SOVEREIGN CORPORATE SERVICES,25/09/2018
AUDIT,External Audit,,LM Training and Consultancy DWC LLC,23/09/2018
AUDIT,External Audit,,Food Book Restaurant LLC,20/09/2018
ACCOUNTS,Accounts Updation,,Fahem Abdulla Safety and Security Equipment Installation LLC & Al Bernamej Technical Services LLC,20/09/2018
AUDIT,Business Plan,,Excellence & Innovation General Trading LLC,20/09/2018
TAX,Return filing,1836,EFG Hermes UAE Limited,20/09/2018
TAX,Compliance/ Advisory,,Al Hamra Water Co. LLC,18/09/2018
AUDIT,External Audit,,KBW Projects  FZ LLC,17/09/2018
AUDIT,External Audit,,OBK Business Centre LLC,17/09/2018
CID,Incorporation,,Lubar,17/09/2018
TAX,Return filing,,'Adelina Casini' - New Classic Portal,16/09/2018
TAX,Compliance/ Advisory,,Eagle Films Middle East LLC,11/09/2018
,,,,
CID,Liquidation,,Hani Sobhi Mankarious,11/09/2018
TAX,Return filing,,Magenta Stars Communications FZ-LLC,11/09/2018
TAX,Return filing,,Fireco Technical Services,11/09/2018
ACCOUNTS,Backlog,,AVL Electronic LLC,11/09/2018
CID,Incorporation,,Philip,11/09/2018
TAX,Compliance/ Advisory,,AVL Electronic LLC,11/09/2018
,,,,
AUDIT,External Audit,,Cubes and Co. Furniture Trading LLC,11/09/2018
TAX,Compliance/ Advisory,,Classic Fine Foodstuff Trading LLC,09/09/2018
TAX,Registration,,Protrade FZCO,06/09/2018
TAX,Compliance/ Advisory,,Delta Recruitment L.L.C.,30/08/2018
TAX,Return filing,,Royal Thai LLC,29/08/2018
TAX,Return filing,,Win Win Jewellery,26/08/2018
TAX,Return filing,,VOCE FZE,23/08/2018
TAX,Return filing,,Creative Network Technologies LLC,19/08/2018
TAX,Return filing,,APS  Technology,18/08/2018
AUDIT,External Audit,,Anbak,18/08/2018
AUDIT,External Audit,,Naficon,18/08/2018
AUDIT,External Audit,,Al Madar Medical Supplies,15/08/2018
DD/VAL,Valuation,,Adeka Al Ghurair Additives LLC,13/08/2018
TAX,Return filing,,JOINT PROSPECTS TRADING DMCC,12/08/2018
TAX,Compliance/ Advisory,,FDC INTERIORS LLC,12/08/2018
,,,,
TAX,Registration,,The First Alluminium and Glass workshop,12/08/2018
CID,Liquidation,,Penninsular Business Consultancy,12/08/2018
CID,Liquidation,,Regalrays Hr Consulting,12/08/2018
AUDIT,External Audit,,Al Saqr Al Masy Car Rental,12/08/2018
AUDIT,External Audit,,Al Saqr Al Zahabi Tourism,12/08/2018
TAX,Return filing,,Nadiya FZE,12/08/2018
TAX,Return filing,,Prime international Fzco,12/08/2018
ACCOUNTS,Accounts Updation,,MA BEV CONSULT DWC LLC,12/08/2018
AUDIT,External Audit,,IBAM Systems LLC,12/08/2018
AUDIT,External Audit,,Dolphin Building Contracting LLC,12/08/2018
AUDIT,External Audit,,Cool Line Radiators LLC,12/08/2018
AUDIT,External Audit,,PFO Financials Analysis & Consultancy LLC,12/08/2018
ACCOUNTS,Accounts Updation,,Brand Elevation,12/08/2018
AUDIT,External Audit,,Brand Elevation,12/08/2018
AUDIT,External Audit,,Russian Maritime Register of Shipping Middle East DMCC,12/08/2018
TAX,Return filing,,Dolphin Building Contracting LLC,12/08/2018
CID,PRO,,CBD Accounting & Tax Consultant,09/08/2018
CID,Incorporation,,D-Flix IT Support LLC,09/08/2018
CID,PRO,,MIR Energy FZE,09/08/2018
CID,PRO,,Courturier Fashion Designing LLC,09/08/2018
CID,PRO,,Bahuman Fashion Designing,09/08/2018
CID,PRO,,ZTC Interantional FZC,09/08/2018
CID,Incorporation,,D-Flix IT Support LLC,09/08/2018
AUDIT,External Audit,,Woodmans Decore Cont. Co. LLC,09/08/2018
TAX,Return filing,,NewPort Shipping LLC,09/08/2018
AUDIT,External Audit,,Klampfer Middle East,09/08/2018
AUDIT,External Audit,,Klampfer  Brayan Electromechanical Contracting,09/08/2018
AUDIT,External Audit,,Klampfer Holdings Middle East (FZC),09/08/2018
AUDIT,External Audit,,Dubai Modern Transport,09/08/2018
ACCOUNTS,Accounts Updation,,Carpet Centre,09/08/2018
AUDIT,External Audit,,Interact Events LLC - FZ,08/08/2018
AUDIT,External Audit,,The Royal Ruby Companies Representation LLC,08/08/2018
AUDIT,External Audit,,Lattice Sustainable Solutions ( FZC),08/08/2018
AUDIT,External Audit,,Procure Pacific DMCC,08/08/2018
AUDIT,External Audit,,Zagalia Trading DMCC,08/08/2018
AUDIT,External Audit,,Trend Middle East DMCC,08/08/2018
AUDIT,External Audit,,Anisha International JLT,08/08/2018
AUDIT,External Audit,,Dolphin Building Contracting LLC,08/08/2018
ACCOUNTS,Accounts Updation,,Panifico Restaurant- DIFC branch,08/08/2018
ACCOUNTS,Accounts Updation,,Lama DMCC & LM training & Consultancy DWC,08/08/2018
ACCOUNTS,Accounts Updation,,The Silver Lining FZ - LLC,08/08/2018
TAX,Return filing,,Out Loud Media Solutions,08/08/2018
TAX,Return filing,,PG Integrated FZ LLC,08/08/2018
AUDIT,External Audit,,Ahsant Premium Hotel Supplies & Specilaized Gifts,08/08/2018
AUDIT,External Audit,,Sobek Trading FZC,08/08/2018
TAX,Compliance/ Advisory,,Sell Any Car,08/08/2018
AUDIT,External Audit,,Energy Exploration & Development Co. Ltd. DMCC,08/08/2018
AUDIT,External Audit,,Ticketmaster Middle East FZ-LLC,08/08/2018
TAX,Return filing,,SimonsVoss Technologies GmbH,08/08/2018
DD/VAL,Valuation,,Rapid Pro,07/08/2018
AUDIT,External Audit,,Brand Ripplr FZ LLC,07/08/2018
TAX,Return filing,,Crystal Line Environment Protection Equipments Trading and Crystal Line Cleaning & Environmental Services,07/08/2018
TAX,Return filing,,Win Win Jewellery,07/08/2018
TAX,Return filing,,"Prosonic General Trading LLC,",07/08/2018
TAX,Compliance/ Advisory,,Alshaali Group,07/08/2018
,,,,
TAX,Return filing,3000,Rawlplug Building & Construction Materials,07/08/2018
TAX,Return filing,,PKP Consulting DMCC,07/08/2018
TAX,Return filing,,Peninsula International General Trading L.L.C,07/08/2018
ACCOUNTS,Backlog,,AADI Electronics LLC,07/08/2018
,,,,
AUDIT,External Audit,,Centimetercube LLC,07/08/2018
AUDIT,External Audit,,Eurodesigns LLC,05/08/2018
AUDIT,SOP,,The Legal Counsel of MHP Food Trading LLC,05/08/2018
TAX,Compliance/ Advisory,,AVL Electronic LLC,05/08/2018
,,,,
CID,PRO,,Multimedya Interantional FZE,05/08/2018
AUDIT,External Audit,,Heliafields FZC,05/08/2018
AUDIT,External Audit,,Corporate Stack Solutions,05/08/2018
TAX,Return filing,,Soft Care Cosmetics Trading LLC,05/08/2018
AUDIT,SOP,7000,Aafiya Medical Billing Services LLC,05/08/2018
AUDIT,External Audit,,Tuscany Linen L.L.C.,05/08/2018
AUDIT,External Audit,,Comtech Solutions FZE,05/08/2018
AUDIT,External Audit,,Media logic LLC,05/08/2018
AUDIT,External Audit,,Limah Design Services,05/08/2018
TAX,Return filing,,Peninsula International General Trading LLC,05/08/2018
TAX,Return filing,,APS  Technology,05/08/2018
TAX,Excise,,Global Leaf Trading FZE,05/08/2018
AUDIT,External Audit,,DRAYTON TRADING FZE,05/08/2018
TAX,Return filing,,Envirotech General Trading LLC,05/08/2018
AUDIT,External Audit,,Gallery Select Furniture LLC,05/08/2018
AUDIT,External Audit,,Gallery Select Furniture LLC,05/08/2018
AUDIT,External Audit,,DCM International Consultants,05/08/2018
TAX,Return filing,,SWAN Analytical Instruments,05/08/2018
AUDIT,External Audit,,Sahara Energy Resources DMCC,05/08/2018
AUDIT,External Audit,,Gulf Trade & Logistics DMCC,05/08/2018
AUDIT,External Audit,,SIVC Infrastructure DMCC,05/08/2018
AUDIT,External Audit,,Asiana Pacific Trading DMCC,05/08/2018
AUDIT,External Audit,,Monetic Traveltech DMCC,05/08/2018
DD/VAL,Valuation,,Spectrum Entertainment Services,05/08/2018
TAX,Return filing,,Solico Contracting Co LLC,05/08/2018
ACCOUNTS,Accounts Updation,,Trend Middle East DMCC,04/08/2018
TAX,Registration,,Total Design,04/08/2018
,,,,
ACCOUNTS,Regular,,Al watania Genereal Contracting LLC,04/08/2018
TAX,Return filing,,Societe Facilities Management LLC,04/08/2018
ACCOUNTS,Accounts Updation,,LSM Consult DWC-LLC,04/08/2018
AUDIT,External Audit,,LSM Consult DWC-LLC,04/08/2018
AUDIT,External Audit,,LSM Consult DWC-LLC,04/08/2018
TAX,Return filing,,"Fuda Energy (DMCC) & Camelry (RAKFZ),",04/08/2018
TAX,Return filing,,Bio Oxygen Middle East,04/08/2018
AUDIT,External Audit,,Al Sifah Metal Scrap Tr. LLC,04/08/2018
AUDIT,External Audit,,SS Winners Gen. Trading LLC,04/08/2018
AUDIT,External Audit,,Marasem LLC,04/08/2018
AUDIT,External Audit,,Sirocco Arabia DMCC,02/08/2018
AUDIT,External Audit,,EIMAS DMCCO,02/08/2018
AUDIT,External Audit,,Baso Global DMCC,02/08/2018
AUDIT,External Audit,,DCM International Consultants,02/08/2018
TAX,Return filing,,Nadiya FZE,02/08/2018
AUDIT,External Audit,,Connections FZE,02/08/2018
ACCOUNTS,Inhouse,,Romeo Interiors Factory LLC,02/08/2018
TAX,Compliance/ Advisory,,Bahri & Mazroei Trading Company,02/08/2018
TAX,Return filing,,National Auto Parts Co.,02/08/2018
TAX,Compliance/ Advisory,,Means Marketing Est.,01/08/2018
,,,,
ACCOUNTS,Accounts Updation,,"""Vamoil International FZE, Royal Quad General Trading LLC """,01/08/2018
AUDIT,External Audit,,Royal Quad General Trading LLC,01/08/2018
AUDIT,External Audit,,Vamoil International FZE,01/08/2018
,,,,
TAX,Registration,,Makers Industrial Equipment & Spare Parts LLC,01/08/2018
AUDIT,External Audit,,Amity Health LLC,01/08/2018
AUDIT,External Audit,,34 Ignite Marketing JLT,01/08/2018
TAX,Compliance/ Advisory,,Media Interactive Agency FZ LLC,01/08/2018
TAX,Return filing,,Media Interactive Agency FZ LLC,01/08/2018
AUDIT,External Audit,,Rubicon Exotic Drinks FZE,01/08/2018
TAX,Registration,,Acumen IBC,01/08/2018
,,,,
AUDIT,External Audit,,Bastion Commodity Trading DMCC,01/08/2018
ACCOUNTS,Accounts Updation,,ABC Tourism LLC,01/08/2018
AUDIT,IFRS,,Al Seer Marine,01/08/2018
AUDIT,External Audit,,Sagma Corp Perfumes & Cosmetics Trading LLC,01/08/2018
ACCOUNTS,Regular,,United Shipping Services  L.L.C,01/08/2018
ACCOUNTS,Regular,,Global Business Guide FZE,01/08/2018
AUDIT,External Audit,,RAD Communications LLC,31/07/2018
TAX,Compliance/ Advisory,,AL Tariq Contracting LLC,31/07/2018
,,,,
TAX,Return filing,,Al Morooj General Trading FZC,31/07/2018
AUDIT,External Audit,,Al Morooj General Trading FZC,31/07/2018
TAX,Return filing,,Mr. Light LLC & Moonway General Trading LLC,31/07/2018
TAX,Return filing,,"""Nayala Cargo, Nayala brooke general trading """,31/07/2018
AUDIT,External Audit,6000,SAS Marine & Offshore Middle East Co LLC,31/07/2018
TAX,Return filing,,Palladio Design Industries LLC,31/07/2018
AUDIT,External Audit,,Klamper Holdings Middle East (FZC),31/07/2018
AUDIT,External Audit,,Arcadia Middle East L.L.C,31/07/2018
AUDIT,External Audit,,Nova Way Contracting,31/07/2018
TAX,Return filing,,Arabia One International General Trading LLC,31/07/2018
AUDIT,External Audit,,MC Master Electromechanical Works LLC & MCKLEENZ Technical Services LLC,31/07/2018
ACCOUNTS,Accounts Updation,,Anaum International Electronics LLC,29/07/2018
AUDIT,External Audit,,Anaum International Electronics LLC,29/07/2018
TAX,Return filing,,2XL Furniture and Home Decor,29/07/2018
AUDIT,External Audit,,Integral Shopper,29/07/2018
AUDIT,External Audit,,Envirotech General Trading LLC,29/07/2018
TAX,Excise,,Chef Middle East,29/07/2018
AUDIT,IFRS,,Technical Glass & Aluminium Co. LLC,29/07/2018
TAX,Return filing,,Hercules Group,29/07/2018
TAX,Return filing,,Al Abbar Group,29/07/2018
AUDIT,External Audit,,Blue Apple Media Com-FZ-LLC,29/07/2018
AUDIT,External Audit,,Salem Industry LLC,29/07/2018
AUDIT,External Audit,,"Nazih Gents Salon, Sharjah",29/07/2018
AUDIT,External Audit,,"Nazih Gents Salon, Br. Dubai",29/07/2018
AUDIT,External Audit,,Live Nation Middle East FZ-LLC & Ticket Master,29/07/2018
AUDIT,External Audit,,"Nazih Gents Salon, Dubai",26/07/2018
AUDIT,External Audit,,"Rivera Spa Centre, RAK",26/07/2018
AUDIT,External Audit,,"Rivera Beauty Centre, RAK",26/07/2018
AUDIT,External Audit,,"Rivera Beauty Centre, Fujairah",26/07/2018
AUDIT,External Audit,,"Guinot Beauty Salon, RAK",26/07/2018
AUDIT,External Audit,,"Guinot Beauty Salon, Dubai",26/07/2018
AUDIT,External Audit,,Apex Recyclables Group,26/07/2018
TAX,Compliance/ Advisory,,VUUX Creative Solutions FZ LLC,25/07/2018
,,,,
,,,,
AUDIT,External Audit,,Kavin Engineering and Services Private Limited - Abu Dhabi,25/07/2018
AUDIT,External Audit,,Red Shrimps Restaurant (L.L.C),25/07/2018
AUDIT,External Audit,,Bio medical trading LLC,25/07/2018
AUDIT,External Audit,,Al Bilad Industries & Trading FZCO,24/07/2018
TAX,Compliance/ Advisory,,JBF RAK LLC,24/07/2018
,,,,
TAX,Excise,,Power Boom Trading LLC,24/07/2018
,,,,
TAX,Registration,,Saeed Ahmed,24/07/2018
TAX,Return filing,,CKR Consulting Engineers,24/07/2018
TAX,Return filing,,Imperial Gents Salon,24/07/2018
TAX,Registration,,SAAS Properties,23/07/2018
TAX,Registration,,Royal Thai,23/07/2018
TAX,Return filing,,Al Mazroui Medical & Chemical Supplies LLC,23/07/2018
TAX,Registration,,Astus Group Limited FZ-LLC,23/07/2018
AUDIT,External Audit,,Al Rayan Hotel,23/07/2018
AUDIT,External Audit,,Al Bilad Industries & Trading FZCO,23/07/2018
,,,,
AUDIT,External Audit,,IMC Medical Center LLC,23/07/2018
TAX,Return filing,,Royal Touch Spa,23/07/2018
AUDIT,External Audit,,AGV Services FZE,23/07/2018
TAX,Compliance/ Advisory,,Nizmet Trading FZE,22/07/2018
,,,,
AUDIT,External Audit,,The Yellow Boats,22/07/2018
TAX,Return filing,,XO Company,22/07/2018
AUDIT,External Audit,,New Business Multimedia FZE,22/07/2018
ACCOUNTS,Accounts Updation,,ValuCart Group,22/07/2018
